disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,disasterPageUrl,shapefileUrl,kmzfileUrl,geoJsonUrl,id,hash,lastRefresh
5262,2018-07-28T00:00:00.000Z,MENDOCINO FIRE COMPLEX,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2018-08-01T00:00:00.000Z,2018-11-14T00:00:00.000Z,,9,0,0,1,1,,2018-07-28T00:00:00.000Z,https://www.fema.gov/disaster/5262,,,,d12f7d29-91c1-4846-a7ee-6932d1f9be71,a90dae775003cf84f41c47e8c039de6ccfc83ec2,2025-03-11T19:21:45.366Z
3398,2018-07-28T00:00:00.000Z,WILDFIRE,2018-07-23T00:00:00.000Z,2018-09-19T00:00:00.000Z,Emergency,CA,California                    ,Fire,2018-07-29T00:00:00.000Z,2019-08-28T00:00:00.000Z,,9,0,0,1,0,,2018-07-27T00:00:00.000Z,https://www.fema.gov/disaster/3398,https://gis.fema.gov/maps/em_3398.zip,https://gis.fema.gov/maps/em_3398.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3398%27,bd332e36-02b2-476d-a96f-4a4a16d197dd,2a5af5e63d0da11b009541c0731507bfa5b31d65,2025-03-11T19:21:45.366Z
5261,2018-07-28T00:00:00.000Z,CHELAN HILLS FIRE,2018-07-27T00:00:00.000Z,2018-08-01T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2018-07-31T00:00:00.000Z,2019-02-06T00:00:00.000Z,,10,0,0,1,1,,2018-07-27T00:00:00.000Z,https://www.fema.gov/disaster/5261,,,,bd634862-8cb0-4208-a75a-ae0b2f0a1b81,284f2ec141f2b43d24974f58ea3492cc86e87fff,2025-03-11T19:21:45.366Z
5260,2018-07-25T00:00:00.000Z,CRANSTON FIRE,2018-07-25T00:00:00.000Z,2018-08-01T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2018-08-01T00:00:00.000Z,2018-08-02T00:00:00.000Z,,9,0,0,1,1,,2018-07-25T00:00:00.000Z,https://www.fema.gov/disaster/5260,,,,be78da06-5671-4176-a82f-f43f78529db3,328ae2832cfca40304c703ba1db65174242dca98,2025-03-11T19:21:45.366Z
5259,2018-07-23T00:00:00.000Z,CARR FIRE,2018-07-23T00:00:00.000Z,2018-08-18T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2018-07-26T00:00:00.000Z,2023-06-22T00:00:00.000Z,,9,0,0,1,1,,2018-07-23T00:00:00.000Z,https://www.fema.gov/disaster/5259,,,,55858df1-d3ed-4b8d-bcb3-63d172ee93b5,d179d826a7d5b90e1a2185674f8f159029e34612,2025-03-11T19:21:45.366Z
5258,2018-07-23T00:00:00.000Z,259 FIRE,2018-07-23T00:00:00.000Z,,Fire Management,TX,Texas                         ,Fire,2018-07-26T00:00:00.000Z,2021-08-20T00:00:00.000Z,2021-08-12T00:00:00.000Z,6,0,0,1,1,,2018-07-23T00:00:00.000Z,https://www.fema.gov/disaster/5258,,,,9684f371-3260-4a0c-b099-9bf0833a2bbe,c68f1a2f0270a4831859d49910738a8269ba4ec9,2025-03-11T19:21:45.366Z
5257,2018-07-20T00:00:00.000Z,BUCKSHOT FIRE,2018-07-19T00:00:00.000Z,2018-07-21T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2018-07-23T00:00:00.000Z,2019-02-06T00:00:00.000Z,,10,0,0,1,1,,2018-07-19T00:00:00.000Z,https://www.fema.gov/disaster/5257,,,,8600dfb5-97d4-419e-9fee-02be087e593a,b08030a8ddc2702e8362fceed0ad11794ade6534,2025-03-11T19:21:45.366Z
4379,2018-07-19T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2018-03-13T00:00:00.000Z,2018-03-14T00:00:00.000Z,Major Disaster,MA,Massachusetts                 ,Snowstorm,2018-07-19T00:00:00.000Z,2018-07-19T00:00:00.000Z,,1,0,0,1,1,,2018-06-12T00:00:00.000Z,https://www.fema.gov/disaster/4379,https://gis.fema.gov/maps/dec_4379.zip,https://gis.fema.gov/maps/dec_4379.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4379%27,faf4c186-08b6-4aac-a4ab-b9f4b1899294,d14185969c7596910ae9d9c650f5ca63a3e58b08,2025-03-11T19:21:45.366Z
5256,2018-07-19T00:00:00.000Z,GARNER FIRE COMPLEX,2018-07-18T00:00:00.000Z,2018-09-08T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2018-07-20T00:00:00.000Z,2024-10-31T00:00:00.000Z,2024-10-31T00:00:00.000Z,10,0,0,1,1,,2018-07-19T00:00:00.000Z,https://www.fema.gov/disaster/5256,,,,82c71c6a-83ad-4052-884a-14226b976c85,430f2155d509e0253c94c2cd918d47c548dead5a,2025-03-11T19:21:45.366Z
5255,2018-07-18T00:00:00.000Z,SUBSTATION FIRE,2018-07-17T00:00:00.000Z,2018-07-22T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2018-07-20T00:00:00.000Z,2024-10-31T00:00:00.000Z,2024-10-31T00:00:00.000Z,10,0,0,1,1,,2018-07-18T00:00:00.000Z,https://www.fema.gov/disaster/5255,,,,f51d8c48-b5ad-4f2a-a472-47b3f745beb4,4e77c65219f213dd948d44d66d94110d6ceed833,2025-03-11T19:21:45.366Z
5254,2018-07-17T00:00:00.000Z,UPRIVER BEACON FIRE,2018-07-17T00:00:00.000Z,2018-07-21T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2018-07-19T00:00:00.000Z,2019-02-06T00:00:00.000Z,,10,0,0,1,1,,2018-07-17T00:00:00.000Z,https://www.fema.gov/disaster/5254,,,,5b1e0660-bb1d-4474-9942-f7353218cf51,db8b1284b1ee548772010491475df58a65df23b4,2025-03-11T19:21:45.366Z
4378,2018-07-12T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2018-05-28T00:00:00.000Z,2018-06-03T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm,2018-07-12T00:00:00.000Z,2018-07-13T00:00:00.000Z,,3,0,0,1,1,,2018-06-28T00:00:00.000Z,https://www.fema.gov/disaster/4378,https://gis.fema.gov/maps/dec_4378.zip,https://gis.fema.gov/maps/dec_4378.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4378%27,bd17f622-9714-4adf-aebd-9f45fd159594,2aa21586671941ffe7b8089a0b898f605446a98f,2025-03-11T19:21:45.366Z
5253,2018-07-10T00:00:00.000Z,RYEGRASS COULEE FIRE,2018-07-09T00:00:00.000Z,2018-07-11T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2018-07-11T00:00:00.000Z,2019-02-06T00:00:00.000Z,,10,0,0,1,1,,2018-07-10T00:00:00.000Z,https://www.fema.gov/disaster/5253,,,,9f80fc71-1966-41d1-9152-d856f6054cb2,d5e87d60fb827c706b5324792fbd307994570d18,2025-03-11T19:21:45.366Z
5252,2018-07-07T00:00:00.000Z,HOLIDAY FIRE,2018-07-07T00:00:00.000Z,2018-07-10T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2018-07-10T00:00:00.000Z,2018-07-12T00:00:00.000Z,,9,0,0,1,1,,2018-07-07T00:00:00.000Z,https://www.fema.gov/disaster/5252,,,,21bc1fe8-6c1b-4dcb-b632-2ae9ce460573,c86f8d0787ccf293f5b01c5d4dbc7fddfe45883e,2025-03-11T19:21:45.366Z
5251,2018-07-06T00:00:00.000Z,WEST FIRE,2018-07-06T00:00:00.000Z,2018-07-09T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2018-07-10T00:00:00.000Z,2018-11-14T00:00:00.000Z,,9,0,0,1,1,,2018-07-06T00:00:00.000Z,https://www.fema.gov/disaster/5251,,,,f1a6023b-2446-4f70-9326-7de8fd948adc,ba531789539a32cc93a39635ba0a5ee204360b2e,2025-03-11T19:21:45.366Z
4377,2018-07-06T00:00:00.000Z,SEVERE STORMS AND FLOODING,2018-06-19T00:00:00.000Z,2018-07-13T00:00:00.000Z,Major Disaster,TX,Texas                         ,Flood,2018-07-06T00:00:00.000Z,2018-07-19T00:00:00.000Z,,6,1,0,0,1,,2018-06-26T00:00:00.000Z,https://www.fema.gov/disaster/4377,https://gis.fema.gov/maps/dec_4377.zip,https://gis.fema.gov/maps/dec_4377.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4377%27,616f8124-2122-4124-926a-5b0eb275a910,b2af3b0a8f176218480c495153a51c559f8ee858,2025-03-11T19:21:45.366Z
5250,2018-07-05T00:00:00.000Z,KLAMATHON FIRE,2018-07-05T00:00:00.000Z,2018-07-16T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2018-07-10T00:00:00.000Z,2018-11-14T00:00:00.000Z,,9,0,0,1,1,,2018-07-05T00:00:00.000Z,https://www.fema.gov/disaster/5250,,,,d7e3b3ac-972a-4605-8e97-bbf8584cb05f,59adc1d92690d899cd51c337a939fb9fe80c91f4,2025-03-11T19:21:45.366Z
5249,2018-07-04T00:00:00.000Z,LAKE CHRISTINE FIRE,2018-07-04T00:00:00.000Z,2018-07-11T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2018-07-06T00:00:00.000Z,2024-01-23T00:00:00.000Z,2024-01-18T00:00:00.000Z,8,0,0,1,1,,2018-07-04T00:00:00.000Z,https://www.fema.gov/disaster/5249,,,,c8ad605a-f5ce-4f2a-add7-49247be36893,29d210697dd028d98cfdeb7ea44cef675466d677,2025-03-11T19:21:45.366Z
4376,2018-07-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2018-05-27T00:00:00.000Z,2018-05-28T00:00:00.000Z,Major Disaster,MD,Maryland                      ,Flood,2018-07-03T00:00:00.000Z,2018-07-03T00:00:00.000Z,,3,0,0,1,1,,2018-06-25T00:00:00.000Z,https://www.fema.gov/disaster/4376,https://gis.fema.gov/maps/dec_4376.zip,https://gis.fema.gov/maps/dec_4376.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4376%27,1af7f49f-9977-4a05-8c46-718d4b8aa54b,8aa88522c6d460364b618cf72e86f717a3bef8b5,2025-03-11T19:21:45.366Z
5248,2018-07-02T00:00:00.000Z,DOLLAR RIDGE FIRE,2018-07-02T00:00:00.000Z,2018-07-22T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,2018-07-06T00:00:00.000Z,2024-01-23T00:00:00.000Z,2024-01-18T00:00:00.000Z,8,0,0,1,1,,2018-07-02T00:00:00.000Z,https://www.fema.gov/disaster/5248,,,,ec8a836b-6fff-473f-aafc-429aa502da3b,faf85f9e0297965d7beda9665afdfce80788f8d3,2025-03-11T19:21:45.366Z
5247,2018-06-30T00:00:00.000Z,CHATEAU FIRE,2018-06-30T00:00:00.000Z,2018-07-06T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2018-07-05T00:00:00.000Z,2023-06-13T00:00:00.000Z,2023-06-12T00:00:00.000Z,8,0,0,1,1,,2018-06-30T00:00:00.000Z,https://www.fema.gov/disaster/5247,,,,3562d11d-d54b-4441-a185-4353aad8feec,98620e4824d4f9e76b65398a1e0e4e49f414336c,2025-03-11T19:21:45.366Z
4375,2018-06-29T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2018-04-13T00:00:00.000Z,2018-04-18T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Snowstorm,2018-06-29T00:00:00.000Z,2023-03-02T00:00:00.000Z,2023-03-02T00:00:00.000Z,7,0,0,1,1,,2018-05-16T00:00:00.000Z,https://www.fema.gov/disaster/4375,https://gis.fema.gov/maps/dec_4375.zip,https://gis.fema.gov/maps/dec_4375.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4375%27,293924e9-b545-40c3-b042-23c30c847446,e5ae7211a744a8488a8e2e0e4fac1d1e508e816c,2025-03-11T19:21:45.366Z
5246,2018-06-28T00:00:00.000Z,SPRING CREEK FIRE,2018-06-28T00:00:00.000Z,2018-07-12T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2018-07-05T00:00:00.000Z,2024-01-23T00:00:00.000Z,2024-01-18T00:00:00.000Z,8,0,0,1,1,,2018-06-28T00:00:00.000Z,https://www.fema.gov/disaster/5246,,,,40e725ea-0f10-4036-80c6-37c24f922146,de428260a1b179e3748d8c47542e9777d847086d,2025-03-11T19:21:45.366Z
4374,2018-06-25T00:00:00.000Z,SEVERE STORMS AND FLOODING,2018-05-15T00:00:00.000Z,2018-05-19T00:00:00.000Z,Major Disaster,MD,Maryland                      ,Severe Storm,2018-06-25T00:00:00.000Z,2018-06-25T00:00:00.000Z,,3,0,0,1,1,,2018-06-13T00:00:00.000Z,https://www.fema.gov/disaster/4374,https://gis.fema.gov/maps/dec_4374.zip,https://gis.fema.gov/maps/dec_4374.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4374%27,0acf3430-2582-46cc-8d3f-bf86f75ed497,7881fb08bd80b5c9f27b790d8b52b3d486903316,2025-03-11T19:21:45.366Z
4372,2018-06-25T00:00:00.000Z,SEVERE WINTER STORM AND FLOODING,2018-03-02T00:00:00.000Z,2018-03-03T00:00:00.000Z,Major Disaster,MA,Massachusetts                 ,Severe Storm,2018-06-25T00:00:00.000Z,2019-03-06T00:00:00.000Z,,1,0,0,1,1,,2018-04-30T00:00:00.000Z,https://www.fema.gov/disaster/4372,https://gis.fema.gov/maps/dec_4372.zip,https://gis.fema.gov/maps/dec_4372.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4372%27,44a2aea1-1040-44b3-9a24-0661b2e81b2e,b0a69c788f5d9356b7165ea1744c17498308aa5c,2025-03-11T19:21:45.366Z
5244,2018-06-24T00:00:00.000Z,PAWNEE FIRE,2018-06-24T00:00:00.000Z,2018-07-06T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2018-06-26T00:00:00.000Z,2018-07-16T00:00:00.000Z,,9,0,0,1,1,,2018-06-24T00:00:00.000Z,https://www.fema.gov/disaster/5244,,,,b5fba1b9-3b85-42e7-b702-6537b46fa76c,5ab397431d6cccc325ee9456169da3a6faf2a824,2025-03-11T19:21:45.366Z
5242,2018-06-17T00:00:00.000Z,UPPER COLONY FIRE,2018-06-17T00:00:00.000Z,,Fire Management,NV,Nevada                        ,Fire,2018-06-20T00:00:00.000Z,2018-06-20T00:00:00.000Z,,9,0,0,1,1,,2018-06-17T00:00:00.000Z,https://www.fema.gov/disaster/5242,,,,edc8e444-ee27-4441-a76a-9f4b9fade4bf,98eb973ffa8f97c82428adf1b4fe2003bdc9574e,2025-03-11T19:21:45.366Z
5241,2018-06-11T00:00:00.000Z,BADGER CREEK FIRE,2018-06-11T00:00:00.000Z,,Fire Management,WY,Wyoming                       ,Fire,2018-06-19T00:00:00.000Z,2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,8,0,0,1,1,,2018-06-11T00:00:00.000Z,https://www.fema.gov/disaster/5241,,,,94d41292-d7cf-4347-8d66-1a1deddbf46f,8a088beb98e892ffa5cf43d7eec61a2d6109e95d,2025-03-11T19:21:45.366Z
4370,2018-06-08T00:00:00.000Z,SEVERE STORM AND FLOODING,2018-03-02T00:00:00.000Z,2018-03-08T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Coastal Storm,2018-06-08T00:00:00.000Z,2018-06-11T00:00:00.000Z,,1,0,0,1,1,,2018-04-05T00:00:00.000Z,https://www.fema.gov/disaster/4370,https://gis.fema.gov/maps/dec_4370.zip,https://gis.fema.gov/maps/dec_4370.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4370%27,f7db0016-6897-42d0-abd4-4e5f23638588,6dee9f76fdbd8a9306dd528122e997be9c86e954,2025-03-11T19:21:45.366Z
4368,2018-06-08T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2018-03-06T00:00:00.000Z,2018-03-07T00:00:00.000Z,Major Disaster,NJ,New Jersey                    ,Severe Storm,2018-06-08T00:00:00.000Z,2018-06-11T00:00:00.000Z,,2,0,0,1,1,,2018-03-07T00:00:00.000Z,https://www.fema.gov/disaster/4368,https://gis.fema.gov/maps/dec_4368.zip,https://gis.fema.gov/maps/dec_4368.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4368%27,de014721-82bd-44aa-8ddb-1b02dcfd01e7,50fd2ec735e2f9cccddfc7d245ad4079f6544afd,2025-03-11T19:21:45.366Z
5240,2018-06-08T00:00:00.000Z,SOLDIER CANYON FIRE,2018-06-07T00:00:00.000Z,2019-06-19T00:00:00.000Z,Fire Management,NM,New Mexico                    ,Fire,2018-06-11T00:00:00.000Z,2021-06-30T00:00:00.000Z,2021-06-30T00:00:00.000Z,6,0,0,1,1,,2018-06-07T00:00:00.000Z,https://www.fema.gov/disaster/5240,,,,286018f0-7561-43aa-acab-6d35076913d7,85d7aa3892835d9f85813680f44e6a144a977709,2025-03-11T19:21:45.366Z
5239,2018-06-01T00:00:00.000Z,UTE PARK FIRE ,2018-05-31T00:00:00.000Z,2018-07-31T00:00:00.000Z,Fire Management,NM,New Mexico                    ,Fire,2018-06-05T00:00:00.000Z,2022-06-16T00:00:00.000Z,2022-06-16T00:00:00.000Z,6,0,0,1,1,,2018-05-31T00:00:00.000Z,https://www.fema.gov/disaster/5239,,,,8a29b4a5-2fd1-4e48-a7de-ce518f7b9e23,5f08b89250d94ebaef60c598754e1b34d4cf1b74,2025-03-11T19:21:45.366Z
4367,2018-05-30T00:00:00.000Z,SEVERE STORM AND FLOODING,2018-03-02T00:00:00.000Z,2018-03-08T00:00:00.000Z,Major Disaster,ME,Maine                         ,Coastal Storm,2018-05-30T00:00:00.000Z,2018-05-30T00:00:00.000Z,,1,0,0,1,1,,2018-03-30T00:00:00.000Z,https://www.fema.gov/disaster/4367,https://gis.fema.gov/maps/dec_4367.zip,https://gis.fema.gov/maps/dec_4367.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4367%27,92ebd1cb-a44a-4617-b46c-a36ae6fc3bfc,2803ee1c5bf8d51ed3efd4cc50e4384286e870aa,2025-03-11T19:21:45.366Z
4366,2018-05-11T00:00:00.000Z,KILAUEA VOLCANIC ERUPTION AND EARTHQUAKES,2018-05-03T00:00:00.000Z,2018-08-17T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Volcanic Eruption,2018-05-12T00:00:00.000Z,2018-09-26T00:00:00.000Z,,9,1,0,1,1,,2018-05-10T00:00:00.000Z,https://www.fema.gov/disaster/4366,https://gis.fema.gov/maps/dec_4366.zip,https://gis.fema.gov/maps/dec_4366.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4366%27,cb81fa74-ac3b-45f4-ae3c-206d26462a80,cc7f42da127e353604ec7bd20cb249411febb9f5,2025-03-11T19:21:45.366Z
4365,2018-05-08T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2018-04-13T00:00:00.000Z,2018-04-16T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Flood,2018-05-08T00:00:00.000Z,2018-05-08T00:00:00.000Z,,9,1,0,1,1,,2018-05-02T00:00:00.000Z,https://www.fema.gov/disaster/4365,https://gis.fema.gov/maps/dec_4365.zip,https://gis.fema.gov/maps/dec_4365.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4365%27,a0d517ff-e692-43c1-a455-0336fd2dc677,24c3bb2a5cd4451ae50b154f778e5fc85891bcaa,2025-03-11T19:21:45.366Z
4364,2018-05-08T00:00:00.000Z,TORNADO AND SEVERE STORMS,2018-04-15T00:00:00.000Z,2018-04-15T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Severe Storm,2018-05-08T00:00:00.000Z,2018-05-08T00:00:00.000Z,,4,1,0,0,1,,2018-04-25T00:00:00.000Z,https://www.fema.gov/disaster/4364,https://gis.fema.gov/maps/dec_4364.zip,https://gis.fema.gov/maps/dec_4364.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4364%27,6d384391-95d2-4a5f-9dc6-9f7c0cfd565a,a031d98c8bf2ff7e7a1568a37ef996b6dee20852,2025-03-11T19:21:45.366Z
4363,2018-05-04T00:00:00.000Z,SEVERE STORMS AND FLOODING,2018-02-14T00:00:00.000Z,2018-03-04T00:00:00.000Z,Major Disaster,IN,Indiana                       ,Flood,2018-05-05T00:00:00.000Z,2018-05-09T00:00:00.000Z,,5,1,0,1,1,,2018-04-27T00:00:00.000Z,https://www.fema.gov/disaster/4363,https://gis.fema.gov/maps/dec_4363.zip,https://gis.fema.gov/maps/dec_4363.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4363%27,92e1d013-18cf-427c-bd70-7d2d5f6718aa,d85df0a30cdc6b115366924d016c60399235e73f,2025-03-11T19:21:45.366Z
5237,2018-05-02T00:00:00.000Z,MCDANNALD FIRE,2018-05-02T00:00:00.000Z,2018-05-14T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,2018-05-04T00:00:00.000Z,2021-08-20T00:00:00.000Z,2021-08-12T00:00:00.000Z,6,0,0,1,1,,2018-05-02T00:00:00.000Z,https://www.fema.gov/disaster/5237,,,,024a6574-6230-4dfd-a02b-c69e75f3cf70,e4b89665421eff2eee34f3a092c4c332a480b74b,2025-03-11T19:21:45.366Z
5236,2018-04-29T00:00:00.000Z,TINDER FIRE,2018-04-27T00:00:00.000Z,,Fire Management,AZ,Arizona                       ,Fire,2018-05-01T00:00:00.000Z,2020-12-09T00:00:00.000Z,2020-12-09T00:00:00.000Z,9,0,0,1,1,,2018-04-29T00:00:00.000Z,https://www.fema.gov/disaster/5236,,,,3a9a0c13-108a-46cc-99f7-d92f65400b7c,e24c7a97eee8c007d21acd5d3a8bce42f4550be2,2025-03-11T19:21:45.366Z
4362,2018-04-26T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2018-03-19T00:00:00.000Z,2018-03-20T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Severe Storm,2018-04-26T00:00:00.000Z,2018-04-26T00:00:00.000Z,,4,1,0,1,1,,2018-04-12T00:00:00.000Z,https://www.fema.gov/disaster/4362,https://gis.fema.gov/maps/dec_4362.zip,https://gis.fema.gov/maps/dec_4362.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4362%27,e3b6b0d8-67c3-4fec-ac9f-96b8c3f836a5,4de841a6965b794503e3bf4d14469f8040b22274,2025-03-11T19:21:45.366Z
4361,2018-04-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",2018-02-21T00:00:00.000Z,2018-03-21T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Flood,2018-04-26T00:00:00.000Z,2018-04-26T00:00:00.000Z,,4,0,0,1,1,,2018-04-10T00:00:00.000Z,https://www.fema.gov/disaster/4361,https://gis.fema.gov/maps/dec_4361.zip,https://gis.fema.gov/maps/dec_4361.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4361%27,116a163a-2a6f-404e-8fe7-1f9a0a339b13,052ae4831f688d86f80216fee8fa87f3a55fa660,2025-03-11T19:21:45.366Z
5235,2018-04-18T00:00:00.000Z,MCCLELLAN FIRE,2018-04-17T00:00:00.000Z,2018-04-22T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,2018-04-18T00:00:00.000Z,2021-08-20T00:00:00.000Z,2021-08-12T00:00:00.000Z,6,0,0,1,1,,2018-04-17T00:00:00.000Z,https://www.fema.gov/disaster/5235,,,,15ad02fe-1666-409f-8b3a-b15282206b51,4cb1fcaf1e93bcea2d032e85ae1adc17b6845b3a,2025-03-11T19:21:45.366Z
